menus_2,menus_7
0.03400404,0.06860083
0.0039300313,0.013838286
0.19874099,0.0014964018
0.0034099293,0.012439973
0.0006714404,0.0036567526
0.019577075,0.045742758
0.1556757,0.07421757
0.023094675,0.060424
0.0028072027,0.012816472
0.18679881,0.098618984
0.002838601,0.03156229
0.07952257,0.085563704
0.04808754,0.08828835
0.09238741,0.03952456
0.014185336,0.03605058
0.009817778,0.027430885
0.04105433,0.07870387
0.0009234775,0.0046516913
0.036805786,0.072682224
0.051783375,0.041696418
0.075229615,0.1219858
0.0065593286,0.024958339
0.011588374,0.031029368
0.3520284,0.065599106
0.0077867312,0.02308051
0.08617037,0.13448478
0.046584874,0.08627718
0.03450772,0.06934151
0.003910685,0.01378716
0.0053333715,0.01739558
0.009910665,0.027623756
0.045868315,0.08531144
0.071443036,0.002424356
0.031257197,0.06450418
0.026711961,0.2310176
0.02815706,0.027364321
0.010342342,0.0020098398
0.012356765,0.032544147
0.09526505,0.036443446
0.0123121,0.0014439017
0.06002876,0.0008438987
0.018183963,0.1531204
0.007569389,0.022598183
0.014749997,0.031724975
0.032558538,0.06645735
0.009668221,0.027119303
0.007837614,0.023192916
0.2046629,0.003581111
0.05235264,0.093898796
0.040513862,0.021320568
0.0036733118,0.0131544275
0.024508595,0.07890332
0.0062303403,0.01954034
0.041966934,0.079973176
0.015921073,0.039266415
0.07332149,0.003098368
0.017695265,0.04245544
0.1033701,0.031587925
0.3334873,0.052760266
0.057724103,0.10077615
0.017056035,0.041317075
0.003391169,0.012388556
0.0036491498,0.091651134
0.016411258,0.04015686
0.025239598,0.05514632
0.006305688,0.0197167
0.02287807,0.05130514
0.0029143472,0.011055872
0.018643897,0.04412408
0.05564667,0.09813979
0.0025219386,0.009917012
0.013688048,0.03510983
0.019677168,0.023294467
0.076684006,0.0017353137
0.030171577,0.06285685
0.14065358,0.19091141
0.018430235,0.04375035
0.02131098,0.048694614
0.016809478,0.04087487
0.02800582,0.05951888
0.023023767,0.051545262
0.015121878,0.037798308
0.035428863,0.07068808
0.14251159,0.19270684
0.0030773515,0.055903018
0.04334186,0.08187041
0.0004128005,0.0025318891
0.0068606744,0.020999238
0.002912573,0.01105081
0.0035459693,0.0009688257
0.017856864,0.04274141
0.08747133,0.064349174
0.00265539,0.010309044
0.003841593,0.013604036
0.020952923,0.0480907
0.07049913,0.011103384
0.007507092,0.022459257
0.0016597505,0.0072380346
0.0031760433,0.011793638
0.0034833266,0.01264045
0.04201422,0.018811282
0.025097482,0.054918118
0.004910709,0.017262334
0.03872004,0.07541908
0.012791416,0.033389695
0.017935494,0.007382632
0.0013499948,0.0061945515
0.011181241,0.030215824
0.010273348,0.028372282
0.011401564,0.03065705
0.010041878,0.01982234
0.013173852,0.034127247
0.0144408,0.036530357
0.007207519,0.021786923
0.03141765,0.06474623
0.008568626,0.024787238
0.00018165403,0.015366878
0.05962321,0.10316166
0.01714098,0.01673415
0.06344177,0.0010616351
0.020064335,0.004914424
0.61674523,0.035710126
0.026096165,0.056514185
0.005397249,0.020689772
0.039401535,0.07638388
0.0036042777,0.087858096
0.070043445,0.049824044
0.0020816035,0.008583896
0.013225959,0.03422729
0.021507544,0.04902494
0.018279633,0.10039104
0.005331606,0.01739127
0.006086856,0.019202953
0.009326388,0.026402278
0.020299174,0.046980597
0.049848888,0.06810856
0.006278619,0.01965341
0.01912386,0.044959355
0.01441914,0.036489777
0.12985246,0.11219726
0.08545959,0.0044046734
0.007068737,0.021472972
0.02643833,0.057057016
0.011200178,0.0053067026
0.007901802,0.02333443
0.10560402,0.1555766
0.04962362,0.090325244
0.015688473,0.038841277
0.03444081,0.022551194
0.22300194,0.26529625
0.038287833,0.076095924
0.016084488,0.0395641
0.0054476317,0.01767373
0.0031938613,0.011843296
0.033584446,0.11770201
0.0059197047,0.013158861
0.0038919523,0.013737591
0.020904195,0.0480083
0.0077081136,0.022906452
0.021513045,0.049034175
0.004170589,0.014468759
0.006654221,0.020525435
0.022999234,0.05150487
0.5859658,0.005190439
0.0032490336,0.011996602
0.035636872,0.07099074
0.09948206,0.14906834
0.012902375,0.030116796
0.010912699,0.0007264692
0.03691957,0.07284604
0.22350435,0.028274568
0.012269606,0.04733593
0.069403276,9.59927e-05
0.013569743,0.034884654
0.094042614,0.14318451
0.003349363,0.012273715
0.12347842,0.17396885
0.19980876,0.24525106
0.00021640866,0.013715719
0.0056920866,0.018263783
0.009685943,0.027156293
0.022025501,0.049891338
0.020038802,0.046535693
0.016256392,0.03987635
0.008329493,0.016741721
0.0011435372,0.0030319286
0.060055543,0.103701554
0.010949957,0.029750127
0.05248947,0.09407652
0.031952087,0.06554998
0.010308266,0.02844398
0.03794319,0.07431324
0.043802727,0.122871354
0.0015830473,0.14071868
0.045331664,0.08458525
0.02935131,0.061600927
0.0044652675,0.06076295
0.0727282,0.11905358
0.0030438807,8.181776e-05
0.004607656,0.015590921
0.018207338,0.04335916
0.0037026047,0.04754921
0.0029086524,0.011039632
0.019002404,0.04474855
0.03589358,0.20951343
0.009692248,0.02716944
0.11362312,0.16393402
0.0021402717,0.008765348
0.010789111,0.029424706
0.024446351,0.053867828
0.0019295253,0.008107404
0.06150868,0.07825906
0.41093764,7.180273e-05
0.039959345,0.07716998
0.0018963198,0.008002128
0.00049181865,0.00289029
0.017950384,0.042906582
0.004219543,0.014595898
0.010265613,0.028356386
0.018785354,0.04437088
0.038520843,0.075136155
0.006504732,0.02017995
0.010240823,0.028305443
0.33951202,0.028779684
0.005965376,0.018915692
0.0022575476,0.009124361
0.0014604256,0.006572812
0.0930029,0.019497225
0.008579222,0.053810965
0.0049749357,0.016512768
0.03174231,0.06523495
0.052176733,0.0044397535
0.0030863453,0.011542569
0.0055337762,0.017882423
0.05143292,0.09270076
0.010617109,0.02907526
0.07225963,0.21010534
0.018237706,0.0112838335
0.027641002,0.05894949
0.03548195,0.07076537
0.009068962,0.043535367
0.07957238,0.03789499
0.0025818017,0.010093502
0.008244503,0.008942589
0.16856068,0.21721582
0.18275562,0.23011452
0.0019712998,0.008239207
0.0528731,0.09457402
0.35571164,0.1342561
0.0016264213,0.0071282564
0.01074152,0.02932817
0.062060807,0.029495554
0.010840761,0.029529348
0.023195552,0.05182782
0.014755161,0.037117586
0.0416349,0.005970018
0.0032490692,0.011996703
0.004860731,0.016228067
0.100000285,0.14962381
0.049902868,0.090693526
0.045967273,0.08544508
0.0046281232,0.015642775
0.0023511392,0.009407505
0.0069772787,0.0067966753
0.026760787,0.05756678
0.13961154,0.0005534728
0.0056933067,0.018266708
0.010940207,0.020219209
0.0027440537,0.010566744
0.032535892,0.06642356
0.0016544957,0.007220763
0.0115609495,0.030974807
0.12529424,0.17579144
0.33134902,0.35323617
0.01916752,0.025586648
0.12477611,0.17527218
0.023878599,0.052945573
0.09763408,0.0042643044
0.008369405,0.024356436
0.0014053971,0.0063852496
0.012955901,0.033707637
0.0494441,0.09008817
0.031563748,0.06496634
0.025279254,0.05520993
0.021516277,0.18817204
0.016421568,0.04017551
0.010411016,0.028654553
0.034276616,0.0057344376
0.021465998,0.026104279
0.015962694,0.008931279
0.016105875,0.039602987
0.051407352,0.092667356
0.0012196876,0.0057381107
0.05772199,0.10077349
0.022945022,0.024424193
0.009978688,0.027764697
0.047786757,0.17546102
0.26568526,0.007544267
0.20014238,0.2455436
0.19672458,0.00016954311
0.039082997,0.07593352
0.0007923243,0.004143726
0.020940246,0.048069283
0.03430741,0.069047324
0.04850125,0.08883879
0.0016500705,0.0072062085
0.009424339,0.02660844
0.024770126,0.034820758
0.04671158,0.08644747
0.0036335776,0.013047505
0.0071097254,0.021565864
0.026878702,0.057752747
0.024303459,0.0536363
0.021967264,0.049794216
0.013013212,0.033818163
0.0013309416,0.27416214
0.009442956,0.026647558
0.008304803,0.024216162
0.0798633,0.12734175
0.6097582,0.044620946
0.008731589,0.025137667
0.017017743,0.012680098
0.011910234,0.031667065
0.0060024005,0.0190034
0.008718132,0.022734586
0.019696431,0.045948207
0.04137688,0.07915341
0.005834468,0.018604407
0.02632271,0.075173356
0.026368301,0.056946088
0.029881192,0.062413372
0.0075227646,0.13459046
0.093505576,0.14259815
0.016165739,0.039711796
0.055387393,0.09780871
0.10812479,0.013823283
0.013412888,0.034585282
0.004839339,0.016174544
0.11613314,0.16651347
0.021751681,0.049434032
0.013864097,0.035443913
0.003716804,0.013271126
0.022096343,0.050009392
0.049966924,0.09077791
0.028271928,0.05993289
0.08438908,0.015057077
0.024562152,0.05405519
0.022825144,0.05121781
0.010260411,0.00031867728
0.007478457,0.022395302
0.009434049,0.026628848
0.302833,0.3307797
0.054150216,0.09622261
0.0025631364,0.010038584
0.020691652,0.033686623
0.016091697,0.039577205
0.007957013,0.023455916
0.017020354,0.04125319
0.048558686,0.08891512
0.0065886294,0.100023106
0.08738018,0.16450115
0.007518412,0.022484533
0.06756802,0.11290728
0.25021377,0.042981848
0.06218402,0.106342934
0.112666585,0.16294657
0.094323166,0.0027396544
0.021834947,0.27222827
0.3747441,0.030156108
0.041221004,0.0006563772
0.033430077,0.06775292
0.029168785,0.061320104
0.056573536,0.13448809
0.032589167,0.06650306
0.018251391,0.043436583
0.030667583,0.039250784
0.006127806,0.019299455
0.0037570873,0.013378901
0.045929704,0.08539434
0.005686737,0.018250937
0.004719854,0.015874477
0.024878163,0.054565217
0.0060949475,0.01922204
0.016483251,0.040287018
0.0033664382,0.012320667
0.017332146,0.041810215
0.08985083,0.13858052
0.007160239,0.021680146
0.03605019,0.02448031
0.0026993155,0.010436977
0.047052667,0.07835552
0.011739062,0.03132851
0.06495131,0.023929859
0.00077862,0.004089495
0.065152384,0.10998212
0.07165655,0.11778814
0.021218209,0.048538424
0.0017635091,0.007576316
0.28951204,0.079031035
0.003559494,0.012847349
0.0031290282,0.011662267
0.0054024016,0.017563803
0.00363897,0.013062036
0.010546403,0.028931176
0.01797726,0.042953994
0.010945387,0.0297409
0.041859847,0.0322264
0.025740093,0.055947132
0.0012156594,0.005723814
0.004739425,0.015923755
0.003985579,0.019031867
0.041558906,0.07940668
0.00044632662,0.0026858451
0.14503922,0.009382547
0.05650773,0.09923599
0.035920966,0.07140329
0.048482828,0.08881432
0.008349001,0.02431216
0.016609969,0.040515747
0.2032399,0.0028938036
0.061498594,0.105495326
0.019706542,0.045965616
0.019871783,0.04624946
0.0013942742,0.006347117
0.020479733,0.047288176
0.013287497,0.034345303
0.017887456,0.042795464
0.04813416,0.0012653901
0.038648114,0.07531696
0.006066774,0.019155573
0.01984187,0.04619813
0.01360424,0.016342757
0.020058203,0.03900802
0.026751434,0.057552025
0.010386284,0.04306215
0.06244562,0.10666571
0.07268387,0.0066632824
0.026332097,0.012605034
0.007986639,0.07502514
0.008647411,0.024956869
0.01165296,0.031157712
0.0053547183,0.021074766
0.0075107343,0.022467388
0.003320267,0.0121935755
0.022921344,0.12752339
0.02255548,0.06193497
0.058355138,0.258095
0.009553564,0.026879564
0.015294831,0.038117796
0.012780317,0.033368204
0.0010247227,0.0018911626
0.0347522,0.0696999
0.008931748,0.025565708
0.0147860255,0.037175052
0.08355628,0.1315439
0.14173329,0.00027488597
0.06277957,0.032153416
0.06291289,0.040919058
0.024311159,0.13681087
0.04748846,0.08748878
0.030469045,0.089622185
0.057051025,0.028973538
0.011608207,0.031068789
0.015574126,0.03863163
0.4213493,0.42231432
0.12658815,0.17708543
0.026727704,0.057514563
0.010822833,0.029493034
0.012336206,0.032503944
0.026577493,0.057277232
0.0142327305,0.03613978
0.03962638,0.07670114
0.030434076,0.06325671
0.030842163,0.08820493
0.02070295,0.015419326
0.019337751,0.05033173
0.029676862,0.027536796
0.024301372,0.053632908
0.016466098,0.040256035
0.0649328,0.10971463
0.03484066,0.23694278
0.033597875,0.0017572005
0.047169574,0.0018983977
0.01398938,0.03568096
0.011967,0.031779055
0.1398974,0.19017872
0.013985888,0.03567436
0.3597501,0.053671863
0.02092969,0.05402782
0.06230067,0.015655909
0.005411061,0.060537405
0.02696997,0.026706489
0.062173195,0.10632956
0.0037980205,0.013488108
0.010913368,0.029676206
0.0006808038,0.011275368
0.0084199505,0.03398899
0.0016261844,0.21671897
0.037479833,0.08512366
0.010007976,0.027825302
0.06476217,0.10950657
0.034006204,0.06860402
0.039766345,0.009703444
0.012837653,0.033479176
0.0702249,0.116088755
0.2348591,0.05045862
0.017247401,0.04165908
0.035888694,0.07135648
0.004347083,0.029771041
0.0056628287,0.021566126
0.005535349,0.017886225
0.041073035,0.078729965
0.022559596,0.050778784
0.057476774,0.033027627
0.037927374,0.07429068
0.018040758,0.04306596
0.040602166,0.07807192
0.0021984202,0.008943959
0.042898946,0.009440615
0.0347793,0.06973957
0.0028626393,0.010908135
0.011041617,0.029935002
0.00512806,0.12336822
0.046484664,0.0011013331
0.016586533,0.040473484
0.031540334,0.06493108
0.018314594,0.14694914
0.032665834,0.04627468
0.021727026,0.049392775
0.002263702,0.012333453
0.0020406574,0.005184128
0.026815359,0.057652872
0.021036385,0.04823174
0.0042668968,0.023960587
0.0056974106,0.04415578
0.006301793,0.019707602
0.0052234107,0.01712643
0.059979264,0.10360639
0.007530177,0.022510773
0.0947359,0.14393999
0.020700399,0.047663063
0.001780187,0.0076302206
0.010529345,0.028896375
0.0071789105,0.021722337
0.02271811,0.055412617
0.035893217,0.071363054
0.01922747,0.003746629
0.0006167314,0.0048752697
0.013660543,0.035057515
0.03213261,0.0658206
0.02432684,0.07472501
0.034930803,0.06996126
0.0015071565,0.0067307055
0.0073095253,0.0526609
0.099011,0.03390154
0.046873976,0.08666556
0.01103436,0.029920382
0.008252036,0.02410137
0.18757176,0.019088898
0.030812468,0.058987726
0.2955273,0.32496238
0.010755306,0.029356133
0.010212226,0.002424544
0.11831567,0.02185399
0.003446281,0.012539399
0.038697142,0.07538658
0.049902678,0.09069326
0.0057150447,0.018318856
0.020297201,0.046977222
0.08342498,0.074158296
0.0023902662,0.0095250225
0.03142378,0.06475547
0.05515632,0.059075177
0.0014928778,0.006682591
0.14807782,0.13568784
0.022155542,0.050107975
0.010877469,0.00850866
0.06403169,0.025389694
0.011950407,0.05281718
0.11181516,0.0022354184
0.0044378527,0.0151583515
0.026481913,0.057126027
0.044129565,0.082949415
0.139864,0.001116178
0.010723012,0.029290587
0.01244858,0.0013476202
0.015212447,0.037965745
0.110385686,0.16058187
