menus_1,menus_2,menus_3,menus_4,menus_5,menus_6,menus_7,menus_8,menus_9,sonuc
0.3730803399238707,1.0,2.4638359757446398,0.11606712961539942,0.04779984947310123,,2.0174317522270884,0.32429005745620254,1.7334688784048848,
0.38372993468131195,1.0,2.5163612570080294,0.3480682465002943,0.25040015542098953,,3.5211643225335125,0.3691854658279086,1.6770001519177287,
0.36580087696662367,1.0,2.566444667902125,0.2813492912050841,0.2377255682748172,,0.007529406993494397,0.3368654348599343,2.0972686657472748,
0.3987664679991636,1.0,2.5323483170607997,0.18227252275637695,0.25135682559747397,,3.648161561590148,0.32521207590703055,1.807381463877087,
0.4302881319171112,1.0,2.245335946900834,0.3351444686253096,0.2516887785229247,,5.446131331984194,0.33972427831571916,1.9604714209047505,
0.38579773504888376,1.0,2.2280593189003355,0.35970259282169925,0.26658965878395213,,2.336547109310252,0.36245814854141956,1.7915850374730102,
0.36688778844279335,1.0,2.692830690577708,0.31895667452210696,0.21425160328480197,,0.47674473280030216,0.34058156492766467,1.9637774632465688,
0.3556613759791564,1.0,2.234546124003209,0.33491304652935716,0.2510815004169144,,2.6163606978664995,0.35299671906404634,2.3643686924436333,
0.3765968875993218,1.0,2.4669432257533517,0.3352344607810559,0.28977263661747105,,4.565566996640464,0.3378281917225813,2.626730363935611,
0.3700226360794442,1.0,2.2851397687494637,0.32520694679938944,0.27524218685753205,,0.5279422497391713,0.3305793602656313,3.0016604296940543,
0.358496485395576,1.0,2.2504689246071954,0.3333226239805272,0.17518889996126663,,11.118959656535033,0.3520989971579906,2.2105474760517745,
0.2637759294052965,1.0,2.4148915992526434,0.3321609669451552,0.23726218659866977,,1.0759675397814734,0.3383396726285843,1.181386684660379,
0.38922541501848773,1.0,2.2570934866821206,0.3405674287622865,0.38529883303878504,,1.8359922341629455,0.340406564645721,2.031837666854286,
0.4488644656918672,1.0,2.1565870597674204,0.3267909163579372,0.2763700057116676,,0.42781327022805377,0.3510150535164749,1.3162703589171314,
0.39292169008191846,1.0,2.5386831209599987,0.3391710699491085,0.27560251828387033,,2.541397679970358,0.3440069612605158,1.528116456942883,
0.38733081917695883,1.0,2.2673438739716647,0.37119059917032626,0.16022752472322557,,2.794001351425954,0.36833108846223084,1.8272485138402994,
0.2356762552593232,1.0,2.3725137885857537,0.36070251809225856,0.1527415469356328,,1.9170662388108635,0.31938895788036825,2.487378997793755,
0.39042285332333304,1.0,2.525670142775547,0.37596650296034384,0.2888087877284097,,5.037146330040526,0.38630519357509346,1.7562112458335126,
0.37762683119557233,1.0,2.261398673073695,0.34794510277272406,0.2488556882831383,,1.974749948282588,0.37344141144330595,1.7352148881976974,
0.3829441016829577,1.0,2.4110317334017672,0.34261152540109724,0.25247435135027085,,0.8052085828704676,0.37311891049566237,3.34983158193257,
0.3913111993268117,1.0,2.5340637962787076,0.3592515347295066,0.25044753908976003,,1.6215130171808005,0.41580548300228215,1.9507136265963627,
0.3906104580783436,1.0,2.1327169994910347,0.3524296472763374,0.2599038663072912,,3.8050142814921637,0.3167410904489667,1.5612604140518356,
0.37225412002554575,1.0,2.286826549299761,0.3496098577398302,0.281096733880253,,2.677629147971924,0.3822351673814982,1.799621837048138,
