menus_1,menus_2,menus_3,menus_4,menus_5,menus_6,menus_7,menus_8,menus_9
0.0022448131,0.026727963,0.0023250578,0.0034684206,0.0011441977,0.026169999,0.0010120339,0.007032457,0.0064675426
0.003615704,0.012566429,0.0009224298,0.0027594708,0.0006397619,0.027239718,0.0010775652,0.0012164261,0.006237995
0.0015252214,0.02497323,0.0020288688,0.004365726,0.0020523486,0.020883445,0.000685236,0.009055208,0.0051832525
0.001814488,0.017458444,0.0013508829,0.0043071294,0.0022165617,0.020352803,0.0006841332,0.003824636,0.005043782
0.0019045351,0.02031107,0.0016540895,0.0030492102,0.0003541788,0.0218245,0.000707645,0.007395271,0.0056832386
0.0028884122,0.011704924,0.0013152775,0.004005704,0.0011902383,0.019447915,0.0008989379,0.0010968471,0.0071253404
0.00273584,0.015098261,0.0027300306,0.0052543506,0.0021173037,0.017128332,0.0010378339,0.0013935475,0.009552725
0.0021799817,0.020422677,0.0014681519,0.0035624683,0.0015074193,0.024914721,0.000859839,0.00446085,0.0054008826
0.004358929,0.0444067,0.022954736,0.0025033134,2.0611054e-05,0.022696413,0.00243383,0.012613857,0.028872477
0.001422798,0.01605651,0.00078154745,0.0033595434,0.0008576302,0.020691726,0.000471537,0.0065634474,0.0034990716
0.0020604196,0.022018459,0.00095721876,0.0025633813,0.0006881174,0.030615058,0.0007713711,0.0076699634,0.0040503237
0.003214586,0.01746558,0.0014948125,0.004319226,0.0059432215,0.027255762,0.0012734424,0.0013630366,0.0065883175
0.0024902083,0.020890681,0.00083821226,0.0030703067,0.0032397585,0.034539215,0.0009708664,0.0037443426,0.00398653
0.0024319144,0.013725864,0.0020487285,0.006254532,0.006272931,0.016649714,0.0009148895,0.0010946317,0.007800964
0.0024030302,0.012405708,0.0012350149,0.00517221,0.004740068,0.018790763,0.0008161881,0.0011174887,0.006038411
0.0028814827,0.015275108,0.00084330584,0.0023307055,0.00034339752,0.02905476,0.00089132035,0.0029219617,0.0050644344
0.0021495016,0.016532572,0.0013514033,0.0045494926,0.0036294023,0.021480124,0.00081130955,0.0024155339,0.0054590493
0.0031901544,0.0100825885,0.0011556278,0.002985337,0.00023345994,0.019258931,0.0008534498,0.0011237127,0.007566134
0.003001057,0.0126153715,0.0011290578,0.002429878,0.00013545748,0.022552967,0.0008487651,0.0022131915,0.0067411507
0.0018542258,0.017108964,0.0011634019,0.0035853602,0.0010783189,0.021576172,0.00065924064,0.0044721784,0.004773917
0.0026770912,0.01561822,0.0007772405,0.0021664773,0.00025054172,0.02932135,0.00081643666,0.0037306286,0.004677239
0.0038501571,0.010818857,0.00071862736,0.0020556012,0.00015172457,0.02773764,0.0009842485,0.0012840489,0.006057192
0.0019839704,0.0146990055,0.0017123633,0.0030738981,0.0001358862,0.016869467,0.00062398,0.0046280287,0.0068619745
0.0018467315,0.020344624,0.001247996,0.0041976,0.0038289297,0.024108224,0.00075182173,0.0045184493,0.004501466
0.0026814702,0.013773306,0.00220781,0.0033858696,0.00020385104,0.017160013,0.0008568268,0.0023014806,0.00914605
0.0018966042,0.016520064,0.0011870565,0.004578632,0.003862364,0.021055005,0.00071021164,0.00289589,0.004803478
0.0017652409,0.017013373,0.0012102938,0.0027429408,0.00019210712,0.020538958,0.0005776349,0.0072660656,0.004992554
0.0028154256,0.010387516,0.0012477523,0.0038430914,0.00069296925,0.017755626,0.00081177976,0.001040333,0.007258818
0.0023751198,0.014199974,0.0005319726,0.0015565613,5.228706e-05,0.029602755,0.0006238772,0.005964288,0.0038362157
0.0035725962,0.012317924,0.0012498095,0.0028134943,0.00033089257,0.023472328,0.0010544087,0.0012966224,0.007595069
0.0029148795,0.011910728,0.0018189265,0.0040404103,0.00064966176,0.01732953,0.00091505825,0.0012026369,0.008712538
0.0023877898,0.017530374,0.0007755403,0.002152064,0.00027363194,0.030180536,0.0007652398,0.005350707,0.0042498545
0.001824191,0.024438037,0.0018540052,0.0030605493,0.0004574293,0.023654202,0.00074527296,0.010326597,0.0055119367
0.0023607374,0.014942249,0.001222705,0.0046535814,0.004581039,0.02176315,0.00085776084,0.0016841216,0.0055362247
0.0024605796,0.020378595,0.0025640654,0.0044495687,0.0019432137,0.021173805,0.0010360413,0.003056012,0.007838092
0.0029304107,0.013466939,0.0010237839,0.004275051,0.0048013995,0.024407718,0.0010046308,0.0010650378,0.005664553
0.002459626,0.014618459,0.0009865335,0.0040295627,0.0033420012,0.023936076,0.0008534628,0.0017549386,0.00503902
0.0016079696,0.015746396,0.0010726337,0.0035262876,0.0006742467,0.019175284,0.0005383165,0.005256348,0.004490328
0.0016639606,0.030026687,0.0012569509,0.0033473233,0.0028683206,0.031208955,0.0007761052,0.012252073,0.0037253334
0.0020032132,0.02876208,0.0012194656,0.0026912752,0.0011516974,0.03396187,0.00087281363,0.011230351,0.004096837
0.002015344,0.025362024,0.0011416576,0.002485338,0.0005795427,0.031577393,0.00080359733,0.010474818,0.004222626
0.002555052,0.018776212,0.0010162276,0.0027222459,0.0008054932,0.029695101,0.0009097488,0.003964102,0.004862339
0.0025711323,0.01599188,0.00047542248,0.0017831018,0.0002482417,0.035734028,0.00075346924,0.0047176997,0.003411185
0.0016455795,0.017732428,0.0011259249,0.003056657,0.00040970964,0.021014482,0.0005645289,0.007266909,0.0044964585
0.0017538028,0.017634772,0.0034438842,0.0046891766,0.00042149457,0.013610442,0.0006714986,0.0048647826,0.008931111
0.002223627,0.015568819,0.0013594566,0.004582048,0.0033198996,0.020801751,0.00081689697,0.0020907354,0.0057005584
0.0016159422,0.01457981,0.00091833447,0.0033463591,0.0005644374,0.019255,0.0005128769,0.0048808684,0.004251289
0.0019107015,0.02570579,0.0014864653,0.0028760827,0.0006830066,0.027764535,0.0007933968,0.010311147,0.004785512
0.0031322709,0.01496131,0.0009328412,0.0025503542,0.00050890644,0.028760316,0.0009888452,0.002208664,0.0055553913
0.002114522,0.018503506,0.00087756023,0.0022171247,0.00022520688,0.027937718,0.0006949139,0.0071129003,0.0042780545
0.0030428623,0.012306482,0.0019193052,0.0038329826,0.00051757996,0.01785441,0.0009606014,0.0012687739,0.009076233
0.002056883,0.022134969,0.00096403586,0.0025788723,0.0007098744,0.030627487,0.0007733518,0.007693292,0.004052983
0.0024918246,0.012015273,0.002939384,0.005513558,0.00095169566,0.01301434,0.000841353,0.0011976572,0.01071849
0.0030681945,0.014634299,0.00086448964,0.0023870014,0.0003710312,0.028801292,0.000938835,0.0024031755,0.0053527122
0.0026235774,0.01745209,0.0009257006,0.0025153535,0.0005340098,0.029519817,0.0008817368,0.0037642638,0.0048351106
0.0015226325,0.018021941,0.0018592267,0.004701834,0.001360893,0.016503029,0.00058729056,0.005338281,0.0056651277
0.0034790307,0.025912952,0.023926437,0.0056920378,0.0002206316,0.012387846,0.0017919564,0.0030239052,0.031867202
0.0019252937,0.012812876,0.0026292044,0.007019612,0.0034193879,0.012346678,0.00070495025,0.0014167096,0.008573302
0.0022458944,0.020792434,0.0013625958,0.0041211313,0.004568559,0.026525918,0.0009349747,0.0034104506,0.0050640902
0.0018236736,0.025038032,0.0039360146,0.003809936,0.0003138761,0.017636333,0.00079567806,0.009769991,0.008579598
0.0025672722,0.013838598,0.0017398288,0.0056646736,0.0059329704,0.018527327,0.00094956905,0.0010988101,0.0072264806
0.0032267803,0.013235981,0.0021793232,0.0036477249,0.00041697957,0.018611271,0.0010478717,0.0013898609,0.009773525
0.0025111972,0.017996695,0.001037558,0.0031043286,0.0013646524,0.028146818,0.00090544054,0.0032313264,0.004913429
0.0026817622,0.013931236,0.00151362,0.0052101584,0.0056485543,0.020254988,0.0009775436,0.0011058364,0.006764508
0.0026305628,0.014915763,0.0028069015,0.0051877014,0.001641149,0.01637997,0.0009842372,0.001517609,0.009660394
0.0025454198,0.011210793,0.0013587169,0.0033894388,0.00028825557,0.017200142,0.00073042227,0.0016967478,0.007251582
0.002202211,0.01726193,0.0036660682,0.004558128,0.00047013868,0.014894584,0.00084284676,0.003306348,0.010212418
0.0021670372,0.019125782,0.00079851574,0.0021983082,0.00030973463,0.030269673,0.0007254429,0.0069595925,0.0040032757
0.0026130762,0.01490453,0.0012265834,0.0035613868,0.0012304111,0.023026707,0.0008872202,0.002057535,0.005958286
0.0017274834,0.015431252,0.001667722,0.0050977236,0.0022024391,0.016353415,0.000635319,0.0030092217,0.005885207
0.0036675434,0.013166491,0.0010290198,0.002792756,0.00063820253,0.027272396,0.0011240945,0.0012743651,0.006567751
0.0023966602,0.011990726,0.0024649221,0.00586923,0.0018446733,0.013667856,0.0008216211,0.0011095915,0.009382325
0.002013176,0.028955394,0.0012123188,0.0027242403,0.0012902281,0.034329228,0.0008837778,0.011004465,0.004069172
0.0014020649,0.022297045,0.0022975295,0.004599831,0.0012251122,0.01717662,0.00059637456,0.008870068,0.005712
0.0030758758,0.014613274,0.0015623183,0.0032053739,0.0005214779,0.02254782,0.0010148247,0.0018659899,0.007539056
0.0020156864,0.014805258,0.0007310302,0.002920799,0.0007270631,0.024394039,0.00063445704,0.00375459,0.004013559
0.0019478617,0.027254777,0.0013052014,0.0033376843,0.0026561033,0.031076264,0.0008730686,0.008278822,0.004229364
0.0033216432,0.012162537,0.0006982776,0.0019934543,0.0001435625,0.02833412,0.00088435604,0.0020172007,0.005361823
0.0023474838,0.016909761,0.0042885523,0.0054023117,0.0009278826,0.014231741,0.00093563896,0.0023467466,0.01140846
0.0018084792,0.018725175,0.0016118392,0.004803054,0.003415662,0.019995427,0.0007281108,0.0037753577,0.005381701
0.0017071873,0.022844553,0.002336854,0.0036280889,0.00050142664,0.01954015,0.0006997629,0.009019861,0.0063093673
