id,month,n_seconds_1,n_seconds_2,n_seconds_3,carrier,devicebrand,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,menus,menus_1,menus_2,menus_3,menus_4,menus_5,menus_6,menus_7,menus_8,menus_9
32b2b3371eb2452938e3ad411,10,2020.056,691.664,98.314,TURKCELL,Apple,0.075262487460531,0.8691264998154431,0.2680318550603073,0.414314455594125,0.9820493197743506,0.8696815339917096,0.7376967632370738,0.6128314592915927,0.8859543646266441,0.0448104824524454,0.4104296698006304,0.4105363388557491,0.9341919427876322,0.2240602452664713,0.9736009059930092,0.1492521855235669,0.1321852932769957,0.1834151535249697,0.3064308312060607,0.0847370598049829,0.7988514398346984,0.4068222743128372,0.6073019915092774,0.5109599412973497,0.6183762903904111,0.5101491342874315,0.8056056410817023,0.0845869399938423,0.5988326253308781,0.2106714319569305,0.8242857810650934,0.9311263329894636,0.5962205461122732,0.7651781938936341,0.6644952796245517,0.0009890893662902,0.6087891089144155,0.6807827580140123,0.0899848130901295,0.1344924999898047,0.8494256736551433,0.4448023352540905,0.0983257190453725,0.730422705232167,0.5445668876544737,0.8393118420262102,0.2913983987401999,0.1181718431283083,0.4411764705882353,0.5490196078431373,"menu3, menu2, menu4",0.0,691.664,2020.056,98.314,0.0,0.0,0.0,0.0,0.0
490fea70cd9f9cad29b87dbcc,10,2017.882,383.424,230.286,VODAFONE TR,samsung,0.1372026617500836,0.7957230746315375,0.5382920271847406,0.1124768866904612,0.9733158902459902,0.972727411288156,0.4674202969508816,0.8325363469314461,0.8225667176273455,0.0570031959971406,0.430316444708703,0.3126245555612972,0.942490386332594,0.1621260995461674,0.9610386576461272,0.2157637716120041,0.1009463631711345,0.0831513315659828,0.4930859126171144,0.0501651703391138,0.4893746203582051,0.811638972261962,0.3961908249367091,0.6757942504160735,0.4494535871663588,0.7421460926939771,0.8973069138521478,0.1125380406564347,0.0793883441133452,0.4821762173789762,0.3097562454505703,0.94095778165538,0.177278959387398,0.7965521169332598,0.8206685313247917,0.0154799350361511,0.9160335103782496,0.6276192721301248,0.0229202265042594,0.142316812127064,0.3714409814388777,0.1340045036677525,0.1585557091945378,0.6985090452728189,0.5754767502148058,0.8878315978926276,0.886049885968326,0.0713664199299442,0.4852941176470588,0.7450980392156863,"menu6, menu3, menu2",0.0,230.286,383.424,0.0,0.0,2017.882,0.0,0.0,0.0
9b12b69da8f5ee2df95253746,10,1795.966,289.42,235.783,VODAFONE TR,Apple,0.3426552459980849,0.8535279901148978,0.6839788319194899,0.4707758619096689,0.9715352451128751,0.9477480434195352,0.7259714026277684,0.5796578116507423,0.7720089413078682,0.0300514925119768,0.4814276485916263,0.701495472783589,0.938774509628249,0.324051488523767,0.9771312674081324,0.0814495654568023,0.1212518983841804,0.1012988236817264,0.1852593995934624,0.2898312279282427,0.6694913435766999,0.8369059542343422,0.1246269601903364,0.1529145239171584,0.7743019733168777,0.4559822197520019,0.6169448592227288,0.1783603241303184,0.66371710001832,0.2656172645641321,0.5329832697664345,0.9475184017843722,0.63675068971602,0.6129962376447341,0.4427525085752148,0.0010465529522208,0.7482306603293029,0.6239976822900969,0.0521774773481455,0.2664030408419954,0.7970522051875276,0.2147122222069865,0.4708425661403147,0.7025282744738858,0.6477891119592692,0.6432050383296866,0.283524027671388,0.0348598750189733,0.2352941176470588,0.4313725490196078,"menu3, menu2, menu5",0.0,289.42,1795.966,0.0,235.783,0.0,0.0,0.0,0.0
89fa7a3a0eae017ee290bdcb8,10,1746.8,588.462,210.586,VODAFONE TR,Redmi,0.1192581535317803,0.8259417110985703,0.7447998631713563,0.7263178097493185,0.9471124570863106,0.9531314533865028,0.7846292292175695,0.8558832910295943,0.9405551156764936,0.0212619999400119,0.6750736068313867,0.8933460636425283,0.8548895030532049,0.3181219171368798,0.9736487345506778,0.0692817706417646,0.198084783545881,0.0438719118015125,0.2865579687105929,0.0688236232880199,0.5685610726040223,0.8634038358862811,0.2442506553238553,0.5015192902672188,0.6971939908743626,0.4026463103083427,0.403229717491435,0.2678118950528537,0.4276358819675478,0.0553662678433665,0.4841162842776632,0.8624546344867176,0.3410105569922251,0.7978871019153109,0.7502544782325256,0.0018866024594254,0.6226346310017203,0.834147126303849,0.1435577630287275,0.5320147966531368,0.788105886288014,0.3753453373773465,0.1874789825413479,0.596309561497341,0.4899609894388609,0.7748013182622168,0.1968320908262082,0.0167209311128828,0.2205882352941176,0.3235294117647059,"menu6, menu3, menu2",0.0,210.586,588.462,0.0,0.0,1746.8,0.0,0.0,0.0
0c6771c867160b2a9063c530c,10,1604.825,273.726,139.486,VODAFONE TR,vivo,0.1574112767014074,0.8621337318575125,0.1562815429381827,0.2391312269784994,0.9822636086369368,0.9382616519793966,0.7780023154304877,0.6365685932133541,0.6279743564750047,0.0086891835687694,0.3405242284945707,0.3474171014125457,0.9432218752214816,0.4027853044044761,0.9797899794179628,0.1288480109759752,0.3216987470289477,0.0565091818818951,0.5113831003372559,0.3320521530612935,0.8734201258972722,0.7937721620826775,0.2936043975148563,0.5239312768538419,0.3934747349477839,0.5572427791882454,0.8232331026354462,0.1943320434241009,0.2383494924204707,0.3087550780407248,0.4939155783435479,0.9357182498998228,0.4537855229879803,0.7429512486356445,0.6114678107604804,0.0031622157404706,0.814285562494044,0.6133564235309776,0.0264866421723477,0.21924838920176,0.8645552729959103,0.2025253369833053,0.386544572980827,0.7950053055406171,0.4529856007763638,0.8683235757394276,0.1706884569582361,0.0631645789889762,0.0735294117647058,0.6666666666666666,"menu6, menu3, menu2",0.0,139.486,273.726,0.0,0.0,1604.825,0.0,0.0,0.0
d5474db61bf6ee16f088e7987,10,1603.925,48.953,41.462,VODAFONE TR,Apple,0.0801766533857524,0.8830484173173805,0.5713016531559013,0.1931069438238387,0.9409962640892958,0.9752026526878952,0.4094826170214768,0.6535656929589732,0.7466117741323305,0.03183858670387,0.4276470619969893,0.2872314618933003,0.836117023508436,0.4240949963061267,0.957123521822748,0.2802626036228254,0.0821214040869126,0.199961038250283,0.5274445345389485,0.0484519094335973,0.8138700980936381,0.8975669816778066,0.855094754620995,0.4834900642304022,0.6752938746897765,0.6216037514488433,0.9039353855636572,0.0866500785982636,0.3095080553904068,0.1744581640173911,0.3621107514056064,0.9542239483565602,0.5249709173702594,0.5207211388798669,0.7762255084733148,0.0013141462591981,0.6692632886833876,0.7457472127772538,0.0449935909590908,0.2662671786447704,0.7150817977560999,0.1631383537618009,0.1296554977566822,0.7127648817282863,0.450700770121423,0.8882558648805615,0.5639493362811773,0.0652860888247931,0.3235294117647059,0.803921568627451,"menu6, menu3, menu2",0.0,41.462,48.953,0.0,0.0,1603.925,0.0,0.0,0.0
a58bd6721077781b4b7901998,10,1551.818,271.19,118.739,TURK TELEKOM,POCO,0.1902393235087769,0.7075190512042375,0.3734438783346753,0.3888520111397147,0.90830057877655,0.9234916621276216,0.8038415733715853,0.5500428009224293,0.8035674904513614,0.0309930670174886,0.7683662457503201,0.5504392938389211,0.9447901120185804,0.2158115347531275,0.9853517589231772,0.218130152308444,0.1797550024657707,0.0919706803126573,0.7350496806734199,0.2038018317159535,0.8020145578516102,0.9371921739775656,0.144325124268823,0.5716783039529776,0.3039239751581757,0.7015902962202899,0.3927507264073009,0.0946920713420306,0.7939440829225882,0.1880422937963758,0.6406289897292905,0.9631830427322488,0.3300581247026316,0.6383867083881937,0.7131308249781764,0.001969123565076,0.8266938628483601,0.6953926728615185,0.0808271651892478,0.1159564441180814,0.7704764610846847,0.1329344581431955,0.0944256665314689,0.8444553724812566,0.4757790132446231,0.474399952153956,0.1360515005804616,0.0960430276281981,0.1470588235294117,0.3431372549019608,"menu3, menu2, menu4",0.0,271.19,1551.818,118.739,0.0,0.0,0.0,0.0,0.0
f56d7e6f4a8c94c616603113c,10,1503.29,570.106,206.855,VODAFONE TR,samsung,0.2122259119385876,0.8749604345099168,0.6784674452302443,0.115937224331283,0.9222129103976456,0.9378675982872128,0.6134094513973188,0.7547794540132646,0.5490435751300834,0.0930464847028118,0.2729892988470692,0.6182815661241956,0.9768607737783752,0.2703986374462633,0.9313601585904429,0.0657302066931744,0.3547780689073057,0.1604906811268435,0.4759702703089202,0.0534801291890353,0.9232755867829368,0.4555527821541734,0.3580079573389207,0.3896552299191247,0.8650607646033414,0.4144821020754005,0.7533098685049457,0.1016301573786027,0.7686207162452567,0.1274132553308353,0.3095314317089809,0.945254032148583,0.4941336671318503,0.6153276596743216,0.3580363392369782,0.0018258039092279,0.8117892139803438,0.5499671214397706,0.0851721089761824,0.1897670643741411,0.9497990738237974,0.2758734412730847,0.2592246942659338,0.3516055217081882,0.6490137944391728,0.8517988333367065,0.6262632062144313,0.0164975760279039,0.3676470588235294,0.5,"menu6, menu3, menu2",0.0,206.855,570.106,0.0,0.0,1503.29,0.0,0.0,0.0
3a90788e34be57960f05b1645,10,1491.806,264.988,122.628,VODAFONE TR,samsung,0.1793047652392685,0.8400792318107067,0.3467520364540282,0.2446117045611073,0.9851022802915376,0.943972402049259,0.8110651511770405,0.5634750344569236,0.488310174838284,0.0264525628395033,0.4088907048643025,0.621665123568116,0.9599442365000512,0.3954621225080926,0.9154062029312328,0.0663251584595421,0.2238306714924617,0.1372696219146556,0.5520524300037263,0.1875486781422109,0.8544370452919837,0.5031861469826756,0.2568717512025651,0.3651415645383355,0.8554168096829153,0.5939920935574059,0.8240789167270631,0.1730325882596679,0.3420474429080198,0.138007693331342,0.6185460737998114,0.9408187656913368,0.2893662681823852,0.799449146777622,0.4693398698339701,0.001431571494737,0.772960596088916,0.5466584522401152,0.1056319257093109,0.2124519457156878,0.8579295873014153,0.3250131270878719,0.1569201173038826,0.4295029630003426,0.6456209937231622,0.9247860193441808,0.4541944655331644,0.026438880818064,0.3676470588235294,0.4901960784313725,"menu3, menu2, menu5",0.0,264.988,1491.806,0.0,122.628,0.0,0.0,0.0,0.0
8c4d31fbd03c8cf9ed029c301,10,1468.683,115.989,45.834,TURK TELEKOM,Lenovo,0.1076050993340949,0.6949812273726574,0.3983990617122102,0.2443724431361023,0.981428690675936,0.9074052814301214,0.6398009520774519,0.7106180598646092,0.5561282739092822,0.0631155169612555,0.3802713654175081,0.2732091855725679,0.9653454419888436,0.2005549334338672,0.9855089501145384,0.227821438300787,0.2665188844246021,0.2389458607470852,0.5844093426950865,0.1480080038949178,0.7397774588389422,0.6706164918613459,0.3239686013203243,0.5039704715735994,0.5903462937024664,0.4229572301800378,0.849296102690831,0.1872495857596974,0.7170879242423025,0.107920937149722,0.2963853396014956,0.9789569794400385,0.4860253031215721,0.6227756273933325,0.5993082219366923,0.0018267209763864,0.8333023154814474,0.669016537932423,0.0366511567599999,0.2317705059503201,0.8909396867086176,0.2323902940792373,0.1978376458617015,0.3980178354503722,0.5268809589564134,0.736000037981222,0.3592289640836696,0.0647116551622643,0.3676470588235294,0.4509803921568627,"menu3, menu2, menu4",0.0,115.989,1468.683,45.834,0.0,0.0,0.0,0.0,0.0
